	CD34	CD16	c.Kit	EPCR	Flk2	CD150	CD48	Lin	Sca1
HSPC_017	0.354681769667163	0.610692031675272	1.15870583794566	1.77352389580621	0.213907963368913	0.288788554507578	0.341427469221519	0.528472219002533	1.63102336233262
HSPC_018	0.686497252024322	1.14887220928934	1.27853021982921	0.878189308526914	0.227933437859155	0.405180441063811	0.997228748967852	0.783352588270973	0.556668633275678
HSPC_020	0.376825260724574	0.707390785943112	1.35157324892426	1.88816862204157	0.147424950932529	2.12688422034651	0.316500404874184	0.379580686670786	1.13665591022676
HSPC_021	0.764843824226262	0.634348626563118	1.39375614142486	0.182149115398609	0.228942224231588	0.215558936085299	0.858877724078227	0.642839326524468	0.516570137601613
HSPC_022	0.44184572221658	0.896644217853914	1.52334464416589	0.275797196837941	0.398111740602821	1.33516335637195	1.09124494561603	0.316451163623578	0.594425756793893
HSPC_023	0.81710480754451	1.2171397474646	1.3319778490053	0.365021754861098	0.220911182899333	0.449640808915297	1.13771644283047	0.855569528539036	0.758835702564534
HSPC_024	0.70529559849055	0.626150673977452	1.18397117359059	1.3219557513829	0.322081335630221	0.308960622199957	0.523934097679187	0.223774876297153	1.59778018941124
HSPC_025	1.1799064400088	1.12998607054727	1.5080627678293	1.35153969274845	0.229103208143202	0.50024104030435	0.604597141502995	0.294263811048322	1.74371472013258
HSPC_026	0.943196906962443	0.184849581427334	1.06099096629947	0.0479068799350502	0.973107810711928	0.369636459581563	1.39755035142818	0.353519126433577	0.521997913689854
HSPC_027	0.986610996422468	1.05335553038915	1.36864596819118	1.18902357713331	0.681467401816813	0.455787494384044	0.664756675188661	0.293020727044936	0.567914428255081
HSPC_028	0.657157045394535	0.667758845691094	1.19123444173111	0.0409593418793875	0.407304898320528	0.285322425404776	0.511714851811509	0.24021531883159	1.02520521997146
HSPC_030	0.694141286398247	0.579353363435697	1.12430827606379	0.270408400543374	0.453124164199027	0.285970417156548	1.09855442797527	0.507074909212745	1.0455599232958
HSPC_031	1.0351242753678	1.37764555130821	1.47731088693596	1.64269757395933	0.254058931770849	0.329684287226742	0.668434979667666	0.341901694147037	1.03049842704887
HSPC_033	0.553213592470407	0.788687093936577	1.09630645399964	0.464412131049375	0.417398447522629	0.114301382621039	1.19779713875334	0.347046516061593	0.800533589706771
HSPC_034	0.789944801748847	0.234142443253152	1.13687140784641	0.153890547397922	0.536439955254658	0.201752608895321	1.58794799022214	0.541560478856068	0.570051705924819
HSPC_035	0.630666458723002	0.866309049975294	1.02241493560425	1.39816547381442	0.213854227718647	0.311063322528375	0.377686876497858	0.301341007615148	0.81239324385644
HSPC_036	0.798470835107681	1.06409038694505	1.64389957919611	0.384049091167572	0.116846021306476	0.121304719578016	1.50427769986431	0.908834564958197	0.629590512776899
HSPC_037	1.03424733879874	0.600657709324018	1.12475978034885	0.742259955548399	0.305003463434785	0.305565855768309	0.606961598361835	0.399109837035476	0.54365584270237
HSPC_038	0.576720538681863	0.487169533413982	1.22366770719126	0.0913655737794047	0.214792095568662	0.136992341982565	1.17515479781598	0.281104032765054	0.67262202461067
HSPC_040	0.962697786866513	0.843207468005177	1.24433511071816	0.323993308774255	0.214370476802991	0.18125454748387	0.904154013247671	0.549600193292673	0.665005852648655
HSPC_041	0.721911473603388	0.584584401661522	1.34462312259017	0.655123433498199	0.354707583200736	0.420958986347735	0.87995522173812	0.751016194774829	0.837379013518842
HSPC_042	0.656109501940733	0.557794025387258	1.10020906846767	0.505490064216758	0.260671737729888	0.271958949253995	1.23072088310637	0.689233927686659	0.812977110598392
HSPC_043	0.578899278160927	0.84607340556387	1.22460627076715	1.01569430525308	0.333393080049102	0.393776487915041	0.942059953935589	0.940591478787919	0.626641114964793
HSPC_044	0.968998290054496	1.49322813916834	1.43419573147126	0.194326401625182	-0.0992955071357941	0.255469437898592	1.30306524491089	0.683056461038039	0.522006971587417
HSPC_045	0.763980773175577	0.831193670465738	1.3492170395796	0.391075664282623	0.434123361132034	0.381632769493293	0.966464933070619	0.889577184314415	0.606303170037974
HSPC_046	0.816535885048826	0.571992090989563	1.15745609636092	1.391054388034	0.449781524430245	0.153742256710221	0.262713769291432	0.334797422356714	1.43978361701918
HSPC_047	0.578209999940945	0.893940406124811	1.34051858714548	1.19105359241056	0.0862392491154096	0.385939735051488	0.380313786933677	0.274692551581263	1.06634190340956
HSPC_048	0.850315790152586	0.595170264686271	1.2699985087968	0.264543156490317	0.503776089532857	0.130543522744249	0.801244435032334	0.726316835422229	0.66602811491975
HSPC_049	0.95596214343694	0.996178037119231	1.20763165622981	0.789102817205575	0.490801944399338	0.190743477902203	0.554909124422312	0.271716691242051	0.909135376147134
HSPC_050	0.637343638726592	0.082100175869889	1.03923738108275	0.131971223036447	0.834103225026918	0.189881800870957	1.27369299932397	0.854109643274174	0.687894179517999
HSPC_051	1.13059506688701	0.890642782346783	1.02916356962648	0.161580130258882	0.374501556460684	0.202530958755697	0.834259548384866	0.19281180591051	0.633160924675489
HSPC_052	0.711387754600124	1.03716499149174	1.01729472602334	0.684817256251378	0.36319307246371	0.678866864729779	1.06471621354019	0.282170595019112	0.655536647592398
HSPC_053	0.633787340957005	0.866574042837196	1.24883062684119	0.128225431228684	0.293473724952754	0.329731902578132	1.30246061219948	0.544643841137109	0.521601436218977
HSPC_054	0.772121073005955	0.556416869011603	0.852266318647371	0.769057473384452	0.427022853329166	0.209002749246114	0.465346279853222	0.279938753701146	0.575824647132578
HSPC_055	0.560234078493984	0.530556395920258	1.33719742111786	0.424250128610356	0.489456795415462	0.604220388814214	1.21814382877663	0.880943784911017	0.633481237719294
HSPC_056	0.847185962331613	0.77363811006851	1.43115979390725	0.428220676460696	0.879304778565892	0.183698664173092	1.09734446358073	0.310958741484658	1.17094876725135
HSPC_057	0.3924199553531	0.393695047710057	1.16173261719761	1.69855103169739	0.384578524240554	1.55156443859025	0.26775445949071	0.288542210647195	1.23781469872399
HSPC_058	0.726419964060565	0.749103353476326	1.46669919638559	0.238096778056157	0.451713019635402	0.146217564446078	1.21694981490051	0.70326766903866	0.814867011919768
HSPC_060	0.461611809930721	0.739132100365093	1.46038207937485	0.900112293078233	0.254375579995822	0.467260900775861	0.553869727479477	0.502692118928403	0.565591550218861
HSPC_061	0.698423761008552	0.567796270737484	1.29193329179921	0.486767753763526	0.350659185055477	0.282335563270114	1.11042509633199	0.350691318355151	0.542072936080172
HSPC_062	0.434547122943243	0.75654645956723	1.45808295173588	0.554989893254314	0.23598234253887	1.04579047250683	0.487297324855655	0.292651936217724	0.62595297149159
HSPC_063	1.13566227336388	0.752808380140857	1.19182545328732	0.0905614168511065	0.425772260454651	0.210099291300986	1.21264646976941	0.89428830415779	0.570244712180329
HSPC_064	0.726220167545918	0.246975855449813	0.983987541655599	0.0235777976630193	0.714413487774785	0.275356089258327	1.35298048008132	0.538105114131913	0.76522559484499
HSPC_065	0.682991472784168	1.03914939263372	1.39871355929631	1.17427767553941	0.317362599022872	0.212746172531964	0.661756579841741	0.394042136513424	0.686633398213067
HSPC_066	0.487385112295618	0.60430849185998	1.18179458511971	1.78238306399121	0.205090866831961	1.53893675728649	0.351633781713682	0.314867054864781	0.988689201036012
HSPC_067	0.853406208113381	0.640912161552469	1.40917928034302	0.492910176882292	0.447310591976291	0.130291474279564	0.685257001486167	0.51885681256417	0.715949905951606
HSPC_068	0.536915904679551	0.751926359440294	1.08074492504012	0.530715967394721	0.435654452860583	0.198645877244491	0.857490218788698	0.528783609813428	0.548277773314838
HSPC_069	0.541907924912592	0.775677061923244	1.25641185278246	0.876449426611145	0.275011214610517	0.945030419426037	0.375549079280595	0.446627742421989	0.888372695162945
HSPC_070	0.611926446477383	0.170299759706108	0.897163741684513	0.361411725728708	0.567736093448684	0.201212395916752	0.498111120460113	0.28418159307909	0.576304039947217
HSPC_071	0.66402769454006	0.909316391597231	1.56875589133772	0.46089240113185	0.206333761658613	0.353208676656854	1.29699345012115	0.394054096121967	0.573798665598385
HSPC_072	0.744389110085529	0.960345930899575	0.956779199779166	0.126112205491489	0.0975190791420578	0.32196086163232	1.61390070482248	0.773697095404621	0.520137242976881
HSPC_073	1.0786069935436	0.476924584942709	1.00720579763302	0.318759564024695	0.532210932167244	0.413669506169761	0.670349044568091	0.173945647939801	0.707175198882413
HSPC_074	0.358996462516468	0.756244127423737	1.42841657087635	1.25432898498603	0.256304651691368	1.10137763184639	0.235519434499032	0.510908907317192	0.890396723386819
HSPC_075	0.354893924810352	0.78599700036202	1.47277255224349	1.48261726266849	0.0412849602048787	1.29219894541809	0.341373939078501	0.613456742006317	0.994800538390952
HSPC_076	0.833397863716874	0.531948653366631	1.20545721840628	0.109991644969774	0.174625147060493	0.231398535866913	0.843312742352097	0.845277687689553	0.683408076476761
HSPC_077	1.01449380811608	0.684321573527818	1.38519771624198	0.873523837905304	0.689830927061819	0.37874511781944	0.693130024344058	0.864105405381991	0.647678949674999
HSPC_078	0.9700894889131	0.406383645581401	0.967775579844781	0.237593986721638	0.30737745534291	0.300191723737834	1.2714610228833	0.373031150644548	0.685078888386423
HSPC_079	0.456231028283474	0.737657968570039	1.41684063010913	0.184583223610961	0.382083980385443	0.339215103700256	1.30855806589265	0.297556803811374	0.628961429315533
HSPC_080	0.815688051310661	0.465324886347708	1.44678844093713	0.377681863007851	0.572605825686209	0.192190352279684	0.990248727563454	0.369979995897574	0.605578254581012
HSPC_081	0.676302129881364	0.805482558614445	1.52073439071528	1.02926837320795	0.230087219622235	0.212907258383204	0.782921772268417	0.634947628735968	0.615868734932497
HSPC_082	1.1560769236996	0.679572836894007	1.26656472182103	0.113254668519371	0.261198063380582	0.115154450342396	1.03479167861927	0.19049248179059	1.14982654539483
HSPC_083	0.356262772089973	0.958294640396211	1.19881384512482	1.45677777375837	0.230129582593189	2.0734513236888	0.370735435260546	0.534688451669157	0.760442896119235
HSPC_084	0.637610742374553	0.701956605540988	1.3675540519615	1.24125497510499	0.365841653607254	0.48973607364632	0.485788605958451	0.502927087885972	0.552661188233506
HSPC_085	0.555915989144468	0.299941056272554	1.1987894759891	0.980255012598257	0.322484643752503	0.192809979513563	0.489287613798269	0.826204415005355	1.28723555286889
HSPC_087	0.449702483560317	0.520227064199728	1.25492106494141	1.7849720362739	0.137527011318706	2.14617859510429	0.373366994039553	0.324478830674874	1.58596413573193
HSPC_088	0.784965193468974	0.807800010939272	1.36588696391583	0.585800381123661	0.380992793922759	0.362925563338205	1.24875071005787	0.369113037993703	0.719493853715824
HSPC_089	0.754379280615197	0.605293148372241	1.42477924351846	0.273368738437571	0.28288073515881	0.346136698651701	0.929922896715294	0.620888093175029	0.720979154869772
HSPC_090	0.800305532185796	0.229212444150931	1.18077925149832	0.0806119714750388	0.273643346652279	0.17453728424557	1.37922545582403	0.473806097229519	0.595026421954838
HSPC_094	0.800625813027038	1.10673196459104	1.28033416480752	0.439279494843996	0.440052470155176	0.18851574937021	0.983902402502078	0.26864854178191	0.536882080283584
HSPC_095	0.477983681131402	0.709813593777665	1.36021899167905	1.09219379799485	0.200645617703469	0.626963362885042	0.324365106753516	0.738440916491342	1.00995444089698
HSPC_096	0.758734642329704	0.491094704502916	0.958992499342959	0.257925365236937	0.708520975685157	0.223427600121732	1.26071897016139	0.360478667187401	0.57417534829571
HSPC_098	0.65634070730122	0.455090512603914	1.13717126252185	0.169448138818442	0.530917198605917	0.187024941053802	1.1439996762765	0.703087610692205	0.670260274197665
HSPC_099	1.11985270388939	0.945477189599999	1.10223585255175	1.43606286112717	0.132971326191465	0.192518258046421	0.342235137187451	0.270061725633231	1.40091406572842
HSPC_100	0.672884641729127	0.767070695627434	1.28798003830272	0.46918498003935	0.584397729414665	0.157531048847845	0.967122634136725	0.496516593304928	0.636616538480044
HSPC_101	0.70581339086206	0.607315874131811	1.122318311559	0.0417519978899235	0.711431113907644	0.41418206633846	1.06715750030685	0.788237844182924	0.831313615302181
HSPC_102	0.78583852253646	0.634514789327014	1.23371902994684	0.138972341419844	0.196669848065246	0.170457718258952	1.44505483786944	0.619193653594441	0.575300190412892
HSPC_103	0.834515131932091	0.588056893758873	1.24607019983989	0.317544873620738	0.458234954250416	0.388621556158919	0.98720298786639	0.292091072398478	0.857006356314268
HSPC_104	0.871815029643327	1.0874317932393	1.43101003739313	0.778141242645128	0.373864468256164	0.49516428808616	0.585616776519445	0.695163278029225	0.699887838235774
HSPC_105	0.948656870087504	0.411287758370303	1.16152090118068	1.00790889508136	0.506978389932779	0.357996186233753	0.440350288236291	0.333449456836511	0.685330464572709
HSPC_106	0.640600445802072	0.772201547505655	1.34824397789047	0.872962973158727	0.221532438734918	0.36954226316136	0.281222004465316	0.327324031583782	1.15042557578599
HSPC_107	0.846904544079785	0.478934623176112	1.28168857466937	0.170315176963008	0.478809096098367	0.185717320769821	1.17073097156218	0.344916678429797	0.51505740526868
HSPC_108	1.00651915823411	0.901246336198204	1.22042671247061	0.126462233328229	0.140713212318084	0.280494136387045	1.41323803373751	0.209876216894715	0.551856686653315
HSPC_109	0.748090124817639	0.687202979761985	1.15926230496815	0.862170665151173	0.197102815632649	0.21730414227398	0.854199739454333	0.592383482423939	0.88902076462212
HSPC_110	0.547831836903112	0.720064163827064	1.37566525358577	0.376376827471494	0.225363321637913	1.04251219087663	0.808852630245738	0.413278416707933	0.520219153823337
HSPC_111	0.310291271650962	0.212695426268225	1.02343095758924	1.48505869821244	0.443298661990138	0.233410681337637	0.274018529680865	0.670972961864957	1.7320373489009
HSPC_114	1.04023017277931	0.562126049279176	1.32738554062964	0.550242384447627	0.975260940129129	0.254201449558056	1.11059960846358	0.179566063993207	1.07085341795569
HSPC_115	1.0084994575264	0.748310754719789	1.21364321220217	0.827879408543181	0.464718001977661	0.408567206754827	1.40600241155479	0.126600313197249	0.671945634118251
HSPC_117	0.47714981760403	0.419209988882765	0.937950862306004	0.0904321945265439	0.216215796411522	0.34118054648842	1.6074463901731	0.139908703118306	0.606322320328075
HSPC_118	0.715510985159009	0.57575077660911	1.25970026195806	1.18866821406932	0.274230990699851	0.311552461991671	0.547042143760269	0.844325524374449	0.888036668109693
HSPC_119	0.323152485287565	0.546763515825075	1.34474170774312	1.52319213147278	0.433989547693049	0.190925136392925	0.267176833143666	0.345833366800515	1.16790530049619
HSPC_120	0.364030521973114	0.218725276214674	1.20555451045371	1.68465098445961	0.323023467147141	1.23324291530847	0.316686885652637	0.8352273101805	1.46232159813939
HSPC_121	0.668576103391261	0.576434017465504	1.44358923990515	0.0821927645398529	0.250033684540569	0.206365487572474	1.54434791941491	0.669107077577584	0.537462240801616
HSPC_122	0.905309523530274	0.721141299369116	1.06016700010142	0.703009747669761	0.938282304132499	0.249547559514953	0.927805182329319	0.216741427924638	1.14519801479893
HSPC_123	0.767766425993727	0.822411869336525	1.19510259147914	0.38193987259734	0.343930134108025	0.216731807688147	1.09556180397898	0.275910093305108	0.671425222041967
HSPC_125	0.891488920113732	0.374884820102257	1.29744639839373	0.811925785925804	0.541184353215906	0.235081567773177	0.679574771081713	0.230570562836015	0.873635117580617
HSPC_126	0.625862030861683	0.686785033461952	1.31256135049613	0.969901404380027	0.237160761685845	0.304734157374071	0.332939279583541	0.799450894919808	0.944902294056059
HSPC_127	0.921192108630696	0.697776357536067	1.42070167508428	1.31503775409199	0.329577560301027	1.04336695345001	0.408689620907168	0.287161262120039	0.814801235100129
HSPC_130	0.777431588568414	0.946750842248854	1.43725101260167	1.06830684512135	0.191812675074954	0.753624036698654	0.484433776673455	0.276113927104212	0.706269181092442
HSPC_131	0.566172612044973	0.839001713025038	1.43446123752131	0.22819031955544	0.250717383077723	0.388533186836004	1.0310656642482	0.608859962713249	0.529725167100823
HSPC_132	0.790363077846577	0.57899092875605	1.18973113438081	1.09895557297213	0.666459493056912	0.267964171430489	0.895238494704083	0.325268311961432	0.728781046484941
HSPC_133	0.505608729766257	0.908039046844889	1.61266624351791	0.363224556678774	0.260554268243655	0.260033314646079	0.829328400870585	0.672823953341464	0.591686646342704
HSPC_134	0.735017241851991	0.744343804221516	1.14390086924617	0.219105348521855	0.483062963119046	0.212960207303578	1.21460951652411	0.320061324627511	0.602101067107357
HSPC_135	0.467046917259891	1.15236711172817	1.50600352940327	0.784298979209967	0.282947299720265	1.53726862650447	0.510252127906887	0.720148019679356	0.796794127465336
HSPC_136	0.679359049054328	0.833906373730304	1.43272432048177	0.564891573556941	0.15760501351868	0.396648496835448	0.783737644521269	0.543041597664037	0.782417526556134
HSPC_138	0.422780923353442	0.512125743582643	1.52657602822796	0.777609329638375	0.375075172032209	1.38680165379417	0.251909212285239	0.641696729004276	0.763186100534241
HSPC_139	0.461194151556445	0.748246661198969	1.40301128145999	1.84709163579255	0.0885858655712767	0.743844909292364	0.308237610265575	0.341766481485503	0.977994161140056
HSPC_140	0.658223144433118	0.620712504861845	1.28143132756139	0.438899253373909	0.383478170527287	0.371637778263677	0.788272521588077	0.665978917037676	0.641123629137554
HSPC_141	0.50105161679702	0.789513411504389	1.35750436496429	1.34328342687342	0.258190012622671	0.25012221085223	0.558785806683143	0.315791765479772	1.27040848711314
HSPC_142	0.960674971003389	1.18484470022197	1.51339358046892	0.385637654598848	0.455244702542915	0.307263975657328	1.13368383162691	0.23588099956794	0.673840264175863
HSPC_143	0.330728761798276	0.383017962534587	0.87229397177701	0.246625186535396	0.281245808097427	0.407080921683586	0.87915089771082	0.294730033036618	0.968641141985515
HSPC_144	0.768129502762095	1.06246008101086	1.29814710782271	0.519561776574286	0.203969930103851	0.355813987611946	1.08205150519471	0.863194337498166	0.695894345800801
HSPC_146	0.862721668699072	0.683556850014862	1.48336056161049	0.329611073224805	0.230398162918935	0.409979061489962	0.582526030457907	0.444477041278736	0.625033848752995
HSPC_148	0.531372065776278	0.653510588538613	1.08075473091332	0.0953474600102398	0.201534126708183	0.259393938347202	1.81066903875299	0.548023513759218	0.519710763437527
HSPC_149	0.835403072939654	0.766458142580315	1.5449513679714	0.494212124194273	0.206611506924149	0.336014431234564	0.535511337869113	0.565669396979543	0.53051467333728
HSPC_151	0.526254284514338	0.640173383438532	1.38448895567167	0.114694820541961	0.424638804587337	0.278818229776439	1.38265204260015	0.428597646369587	0.567533289395521
HSPC_152	0.70060900942622	0.637355896715508	1.36382301440368	0.428655683620758	0.373971995933651	0.410528613965579	1.12690007001932	0.591591795087504	0.555289357601122
HSPC_153	0.61241463717878	0.202333526704995	1.20135296123519	0.036689017240869	0.485236253374639	0.208853632793722	1.13732544796776	0.897693194811999	0.791026086859
HSPC_154	0.751820157805429	0.797425393053786	1.54775763320654	0.500521346373989	0.5061816848334	0.110935538026151	1.26163393574622	0.769163725441953	0.570341925693723
HSPC_155	0.574768022775151	0.817626961092198	1.44272092333623	0.86029567490701	0.2807143251602	0.486520147887148	0.460616192769319	0.585887507586273	0.57035336833994
HSPC_156	0.73870892967618	0.400796525502299	0.854986585501515	0.255676306053876	0.224026203281322	0.248913455295513	1.29726009426981	0.543812622193687	0.557853617165855
HSPC_157	0.77107263025416	1.03210770005309	1.35264705887669	0.135751381351881	0.0849598378922407	0.422906442899422	1.37814933776596	0.465235767168115	0.545494155214464
HSPC_158	0.6880317670357	0.771024099452626	1.33013517793214	0.195159604269683	0.426579646144688	0.420211088682231	1.31248240477354	0.518768791475942	0.688174235500876
HSPC_159	0.730097631553767	0.919941217585487	1.25358475539173	1.15522826485219	0.370370063173136	1.36789726912281	0.488755040344122	0.342444088272955	0.520513127336885
HSPC_161	0.82320657129727	0.560031190096322	1.52331712950689	0.726246458643924	0.368177043870126	0.407514364247949	0.796057296497223	0.518809834874607	0.61837046628326
HSPC_162	0.685188685044418	0.393405994317518	0.961066058682344	0.248110895749045	0.635217139755336	0.313407747745891	1.07194756296044	0.294645523766531	0.699594191245595
HSPC_164	0.677199772195768	0.910691619874278	1.27154681662559	0.370619208221486	0.309276608644161	0.505101098301449	1.09873585102782	0.755784577874274	0.53669272921171
HSPC_165	0.802408393299483	0.570659474086958	1.28702682208284	0.341723668499806	0.272684081039185	0.298409496486025	1.40114498018451	0.475208311786195	0.575473695282676
HSPC_166	0.64728960692668	0.616490063475273	0.862885915456833	0.33932936285895	0.547141846516403	0.389166339068515	1.16214998041752	0.525433790067679	0.538443646579168
HSPC_168	0.558009404088125	1.02476797996892	1.47205309829014	0.15750816965707	0.173495039475747	0.350416410152777	1.22742844388277	0.564493763937237	0.53407569060202
HSPC_169	0.921210811574126	1.03637168208665	1.57732429341808	1.71551757721905	0.508100278552857	0.140964993166007	0.391716288604787	0.250420700092547	1.37133626003035
HSPC_170	0.811092029767819	0.579129530792767	1.05985139195445	0.316896500407686	0.43156274879419	0.328005967600839	0.934977649653737	0.283229683406856	0.863176925857208
HSPC_171	0.40694910987763	0.827189727074235	1.42117459812602	0.629700046162752	0.389508723333875	0.293401346762854	0.263716019244143	0.518001796312639	0.609747896270366
HSPC_172	0.896574456433862	0.858664755800106	1.34333089797451	0.714998794337172	0.307616801763307	0.302428109894178	0.830229105818085	0.8935951778566	0.937565710305697
HSPC_173	0.495443405767931	0.103319846505423	1.01678928488073	0.138178298378488	0.588802879364161	0.197564838963478	1.36508657509725	0.735050682454182	0.830957366006226
HSPC_174	0.975967988648882	0.336973960490184	1.15535016052066	0.440766690431645	0.543861708453106	0.230282054944592	1.14798444943251	0.362691946842465	0.634241722161334
HSPC_175	0.607597380592414	0.437244470900043	1.15265763214954	0.244879923095681	0.53096169442149	0.503463455277063	0.98460702656529	0.738412599256881	0.777665487165121
HSPC_176	0.755672037416042	0.462296259829083	1.18451412670214	0.533150168006356	0.640424013505642	0.0828648783328694	0.377899129881809	0.286536870336477	1.13234528554408
HSPC_177	0.610906118859073	0.977775380911133	1.44025261378384	0.593040600130234	0.443372069787777	0.553946142610548	0.586606702425031	0.283122951536101	0.726728255923024
HSPC_178	0.593611670081698	0.59601950857178	0.877546535071062	0.217379348837842	0.353875267477749	0.315973822921831	1.07327596267792	0.261852293995609	0.807659608215698
HSPC_179	0.826823142434996	0.432334183208701	1.00188143162376	0.334788147197065	0.493400999134467	0.413700023699641	1.44300507756932	0.754903543624323	0.52617325289538
HSPC_180	0.615087803884786	0.705048044818677	1.2497469350202	0.327761108725724	0.314008200695702	0.23160472175088	1.47289240494253	0.759584645593583	0.563646450857082
HSPC_181	0.718245047055749	0.881594925771778	1.43916582959578	1.117630154473	0.222644980511305	0.306878858325115	0.389996659260038	0.789538807078517	0.536841378299244
HSPC_182	0.396887763103604	0.547592126053586	1.23088492625723	1.30748742553597	0.195675358115679	0.281117880738825	0.286530165568902	0.31100732353936	1.25044181220335
HSPC_183	0.740274039055629	0.726170342146529	1.3979421090292	0.59452444475942	0.288166076465702	0.229709357932295	0.545059479325298	0.768691177158427	0.55043294133282
HSPC_185	0.614165798877918	0.611314902674783	1.50372796674428	0.699531957261459	0.252112823060933	0.237212392847026	0.343358903628725	0.30429291494525	0.621321199150427
HSPC_186	0.379365035838434	0.602835799494032	1.70249092421749	0.148293207269164	0.440426903612682	0.995792679776579	0.83561729992134	0.367056691004365	0.593911391229518
HSPC_187	0.675000301937116	1.0347397430104	1.53032438816375	0.191621150355022	0.158808917180664	0.57548501607395	0.499515107979868	0.286728624232135	0.614085408345858
HSPC_189	0.640104086369997	0.442864955297411	1.03337042152446	0.407316686595347	0.557486820591074	0.202591119821023	0.523082562408204	0.898405063119067	0.695017818810525
HSPC_190	1.06292653229067	1.34834919937786	1.13184135677011	0.137235276919926	0.236300230809188	0.33590697307411	1.27221557351855	0.891139682088243	0.642584962896167
HSPC_191	0.421458848869098	0.19830741632699	1.18564215658216	1.7555667961268	0.439154054014759	2.44979177271009	0.349953999359418	0.488028103725374	1.19930800716025
HSPC_192	0.543956761688483	0.689662484777199	1.21326183387588	0.330365844531164	0.437191746049504	0.26834237313005	1.04339775457552	0.293689821037817	0.654145225249668
HSPC_193	1.16496576413798	1.51906831689667	0.988279070069515	0.174221820175617	0.371127900709763	0.239667943314378	1.47505308909384	0.701266258708069	0.538079307288225
HSPC_195	0.566316092627201	0.283885777571683	1.00201226440472	0.125107290876881	0.690161683189737	0.149250642489961	1.39923484456858	0.282516855010263	0.615281513853951
HSPC_196	0.961366745056818	0.649853540581058	1.1131247399741	0.119030968246031	0.354340043887737	0.094805251554555	0.601508800588904	0.327025928380644	1.07925389811176
HSPC_198	0.572199466040115	0.645241058759143	1.42404754122095	0.584170554556575	0.363436852964359	0.283349732084882	0.269090985085754	0.61109347056545	0.857570303772383
HSPC_199	0.662488335848609	1.03375899520335	1.36745465772376	1.67319347360476	-0.00881877009068255	0.505911463449473	0.359058364282356	0.345259054578699	1.05895950222219
HSPC_200	0.579234960326625	0.69934044061794	1.27541829446586	2.05187329668704	0.395657885899836	0.133100784512711	0.352998736478742	0.722912691901471	1.74384390508085
HSPC_202	0.439782618933981	0.894691615403596	1.38723886821473	0.746969485117318	0.269365844898936	1.03614331761116	0.299201385741925	0.338327267689795	0.684978275118748
HSPC_203	0.98404018892491	0.521484274124798	1.02389269385859	0.103862854013814	0.346831132280401	0.21496329977793	1.03545934323226	0.322260841313445	1.03120336928726
HSPC_204	0.594856841597019	0.772410010197819	1.65467211453947	0.331375301558964	0.227728082732167	0.840240609249921	0.411904430376734	0.807299321806436	0.587679008923657
HSPC_205	0.802892072442292	0.54672236643728	1.48627049991941	0.183898479236297	0.455156422598615	0.513817356066533	1.49811991449181	0.735163269204353	0.549884392382292
HSPC_206	0.904251422567968	1.15054180281822	0.932572753305188	0.139074855380789	0.268180565596421	0.130171412960399	1.21282108361377	0.890952314582976	0.548896902029457
HSPC_207	0.571174487023033	0.750244547326428	1.24860004220587	0.641426850098469	0.367991488985211	0.246947890818218	1.22694840546904	0.935231013011209	0.996389838635323
